"Region.Code","County.Name","Municipality","Location","Route.Carried.and.Reference.Marker","Owner","Year.Built","Date.Last.Inspected","SD.FO.Status","Condition.Rating"
9,"SCHOHARIE","Schoharie  (Town)","JCT RELOCATED RTS 30A&I88","30A  30A95011108","NYSDoT",1981,"09/17/2014","FO",5.056
9,"SCHOHARIE","Schoharie  (Town)","1.9 MI E JCT SH443 & SH30","443  443 95011020","NYSDoT",1963,"10/29/2013","N",5.714
9,"SCHOHARIE","Schoharie  (Town)","0.7 MI N W I-88 EXIT 23  ","7    7 95041182","NYSDoT",2000,"06/10/2014","N",6.014
9,"SCHOHARIE","Schoharie  (Town)","ONE MI SE OF HOWES CAVE  ","88I  88I95071144","NYSDoT",1981,"06/19/2013","N",5.484
9,"SCHOHARIE","Schoharie  (Town)","ONE MI SE OF HOWES CAVE  ","88I  88I95071144","NYSDoT",1981,"06/19/2013","N",5.078
9,"SCHOHARIE","Schoharie  (Town)","5.3 M E JCT I88 & RTE 145","88I  88I95071174","NYSDoT",1981,"06/11/2014","N",5.155
9,"SCHOHARIE","Schoharie  (Town)","5.3 M E JCT I88 & RTE 145","88I  88I95071174","NYSDoT",1981,"06/11/2014","N",5.056
9,"SCHOHARIE","Schoharie  (Town)","W. LINE SCHOHARIE VILLAGE","BRIDGE STREET","County",1928,"10/09/2014","FO",4.087
9,"SCHOHARIE","Schoharie  (Town)","CENTRAL BRIDGE           ","CHURCH STREET","County",1914,"07/01/2013","FO",5.29
9,"SCHOHARIE","Schoharie  (Town)",".5 MI SE OF HOWES CAVE","COUNTY ROAD 8","County",1986,"04/30/2013","N",5.984
9,"SCHOHARIE","Schoharie  (Village)","JCT RTS 30 & 443         ","30   30 95021272","NYSDoT",1954,"04/29/2014","N",5.537
9,"SCHOHARIE","Seward  (Town)","1.8 MI NW JCT RT 165 + 10","165  165 95021023","NYSDoT",1948,"09/24/2014","N",5.814
9,"SCHOHARIE","Seward  (Town)",".1 MI WEST OF JAMESVILLE","BUSH STREET","County",1966,"11/19/2014","N",5.366
9,"SCHOHARIE","Seward  (Town)",".1 MILE W OF HYNDSVILLE","COUNTY ROAD 63","County",2011,"11/19/2013","N",6.742
9,"SCHOHARIE","Seward  (Town)",".5 MI S OF DORLOO        ","DECATUR RD","County",1936,"10/30/2014","N",4.306
9,"SCHOHARIE","Seward  (Town)",".2 MI SOUTH OF DORLOO","LOWE ROAD","County",1972,"06/23/2014","N",4.379
9,"SCHOHARIE","Seward  (Town)",".8 MI W HYNDSVILLE       ","LOWE ROAD","Town",1910,"06/23/2014","SD",4.211
9,"SCHOHARIE","Seward  (Town)",".1 MI SOUTH OF HYNDSVILLE","PATRICK ROAD","County",1900,"10/01/2014","N",3.885
9,"SCHOHARIE","Sharon  (Town)","1.7 MI NE JCT RTS 10 + 20","10   10 95021386","NYSDoT",1974,"05/15/2014","SD",4.659
9,"SCHOHARIE","Sharon  (Town)","2.2 MI NE JCT RTS 10 + 20","10   10 95021394","NYSDoT",1974,"05/15/2014","N",5.065
9,"SCHOHARIE","Sharon  (Town)","2.5 MI NE JCT RTS 10 + 20","10   10 95021397","NYSDoT",1974,"05/07/2014","SD",4.14
9,"SCHOHARIE","Sharon  (Town)","0.3 MI E JCT RTS 20 + 145","20   20 95181075","NYSDoT",1941,"10/27/2014","SD",4.114
9,"SCHOHARIE","Sharon  (Town)","HAMLET  OF ARGUSVILLE    ","COUNTY ROAD 5A","County",1933,"11/17/2014","SD",4.208
9,"SCHOHARIE","Sharon  (Town)","2 MI N OF SEWARD         ","CR40ENGLEVILLE RD","County",1929,"10/30/2014","SD",4.229
9,"SCHOHARIE","Sharon  (Town)","0.5 MI NW OF ARGUSVILLE  ","HOYT  ROAD","County",1935,"11/17/2014","FO",4.633
9,"SCHOHARIE","Summit  (Town)","5 MI S OF RICHMONDVILLE  ","BEARDS HOLLOW R","County",1939,"04/24/2014","N",4.433
9,"SCHOHARIE","Summit  (Town)","3 MI SW OF SUMMIT        ","CR6 CHARLOTTEVILL","County",1924,"04/24/2014","N",4.5
9,"SCHOHARIE","Summit  (Town)",".5 MI S OF CHARLOTTEVILLE","DUGWAY RD.","County",1966,"07/31/2014","N",4.683
9,"SCHOHARIE","Summit  (Town)",".1 MI S OF CHARLOTTEVILLE","MEADE ROAD","County",1937,"06/11/2014","SD",3.918
9,"SCHOHARIE","Wright  (Town)","0.1 MI S JCT RT 443 + 146","443  443 95011039","NYSDoT",1939,"06/05/2013","N",4.873
9,"SCHOHARIE","Wright  (Town)","1 MI SE JCT NY443 &NY146","443  443 95011047","NYSDoT",2003,"09/11/2014","N",6.302
9,"SCHOHARIE","Wright  (Town)","1 MI NW GALLUPVILLE      ","DEBRITKO ROAD","County",2008,"11/20/2014","N",6.41
9,"SCHOHARIE","Wright  (Town)","0.1 M S OF NYS 443       ","PICKETT HILL ROAD","County",1990,"05/02/2013","N",6.183
9,"SCHOHARIE","Wright  (Town)","2.0 MI NW OF BERNE       ","SCHELL ROAD","County",2001,"08/19/2013","FO",5.984
9,"SCHOHARIE","Wright  (Town)","3 MI SE OF GALLUPVILLE   ","SCHOONMAKER ROAD","County",1935,"11/20/2014","N",5.927
9,"SCHOHARIE","Wright  (Town)","1 MI N OF GALLOPVILLE    ","SELLICK ROAD","County",1998,"11/19/2014","N",5.488
9,"SCHOHARIE","Wright  (Town)","1.5 MI SE OF GALLUPVILLE ","SHOLTES ROAD","County",1965,"11/19/2014","N",6.049
9,"SCHOHARIE","Wright  (Town)","2.0 MI SE GALLOPVILLE    ","ZIMMER ROAD","County",1998,"11/19/2014","FO",6.366
6,"SCHUYLER","Burdett  (Village)","SOUTH END OF BURDETT","79   79 63061095","NYSDoT",2006,"11/04/2014","N",6.833
6,"SCHUYLER","Catharine  (Town)","1.8 MI NE JCT RTS 224&228","228  228 63011018","NYSDoT",1982,"09/16/2013","N",5.474
6,"SCHUYLER","Catharine  (Town)","2.0 MI NE JCT RTS 224&228","228  228 63011020","NYSDoT",1982,"09/16/2013","N",5.474
6,"SCHUYLER","Catharine  (Town)","2.6 MI WE OF ODESSA      ","COUNTY RD 6","County",1982,"09/23/2014","N",5.207
6,"SCHUYLER","Catharine  (Town)","0.5 MI E OF CATHARINE    ","COUNTY ROAD 14","County",1993,"04/09/2013","N",6.8
6,"SCHUYLER","Catharine  (Town)","4.2 MI NE OF ODESSA      ","COUNTY ROAD 6","County",1931,"09/23/2014","FO",4.611
6,"SCHUYLER","Catharine  (Town)","1.0MI S OF ODESSA        ","CR#15-RIDGE RD","County",1990,"05/13/2014","N",6.236
6,"SCHUYLER","Catharine  (Town)","0.7 MI S OF ODESSA       ","CR15 RIDGE ROAD","County",1990,"05/13/2014","N",6.618
6,"SCHUYLER","Catharine  (Town)","0.3 MI NE JCT RTS 224&228","GRANT ROAD","Village",1982,"09/23/2014","N",5.88
6,"SCHUYLER","Catharine  (Town)","IN ALPINE                ","SWAN HILL ROAD","Town",1990,"04/25/2014","FO",5.848
6,"SCHUYLER","Cayuta  (Town)","0.1 MI NE JCT RTE 13&224 ","13   13 63021012","NYSDoT",1987,"05/06/2013","N",5.444
6,"SCHUYLER","Cayuta  (Town)","4.5 MI SE OF CAYUTA      ","224  224 63021002","NYSDoT",1982,"05/05/2014","N",4.8
6,"SCHUYLER","Cayuta  (Town)","2.1 MI. SE OF CAYUTA     ","224  224 63021026","NYSDoT",1984,"06/18/2014","N",5.524
6,"SCHUYLER","Cayuta  (Town)","1.0 MI. SE OF CAYUTA     ","224  224 63021037","NYSDoT",1984,"07/17/2014","N",5.492
6,"SCHUYLER","Cayuta  (Town)","0.2 MI SE OF CAYUTA      ","224  224 63021046","NYSDoT",1992,"04/22/2014","N",6.143
6,"SCHUYLER","Cayuta  (Town)","0.2 MI SE JCT RTS 13 +224","224  224 63021058","NYSDoT",2012,"10/15/2014","N",6.886
6,"SCHUYLER","Cayuta  (Town)","0.2 MI NW JCT RTS 13 &224","224  224 63021062","NYSDoT",1987,"05/06/2013","N",4.971
6,"SCHUYLER","Cayuta  (Town)","3.9 MI SE OF CAYUTA      ","COUNTY ROAD 13","County",2000,"04/25/2014","N",6.756
6,"SCHUYLER","Cayuta  (Town)","4.0 MI SE OF CAYUTA      ","COUNTY ROAD 13","County",1998,"07/22/2013","N",6.707
6,"SCHUYLER","Cayuta  (Town)","4.3 MI E OF CAYUTA       ","COUNTY ROAD 13","County",1973,"04/28/2014","N",5
6,"SCHUYLER","Cayuta  (Town)","1.4 MI NW OF CAYUTA      ","COUNTY ROAD 14","County",1940,"05/05/2014","FO",4.925
6,"SCHUYLER","Cayuta  (Town)","IN CAYUTA                ","VARNEY HILL ROAD","County",1979,"04/28/2014","N",6.034
6,"SCHUYLER","Dix  (Town)","0.25MI S JCT CO18 & RT414","COUNTY ROAD 18","County",1984,"07/15/2014","N",6.087
6,"SCHUYLER","Dix  (Town)","2.5 MI SW OF MONTOUR     ","CRONK ROAD","Town",1979,"07/21/2014","SD",4.772
6,"SCHUYLER","Dix  (Town)","3.5 MI W OF WATKINS GLEN ","VAN ZANDT HOLL RD","County",2009,"04/24/2014","N",6.897
6,"SCHUYLER","Dix  (Town)","4 MI WEST OF WATKINS GLEN","WHITE HOLLOW ROAD","Finger Lakes Parks and Recreation Commission",1932,"07/16/2013","FO",4.333
6,"SCHUYLER","Hector  (Town)","NORTH END OF PERRY CITY","227  227 36021004","NYSDoT",2005,"10/15/2013","N",6.517
6,"SCHUYLER","Hector  (Town)","6.1 MI NE JCT RTS 224+228","228  228 63011061","NYSDoT",2012,"11/05/2014","N",6.852
6,"SCHUYLER","Hector  (Town)","1.7 MI N JCT RTS 79 & 414","414  414 63031122","NYSDoT",1995,"06/06/2013","N",5.659
6,"SCHUYLER","Hector  (Town)","2.3 MI N JCT RTS 79 + 414","414  414 63031128","NYSDoT",1922,"06/06/2013","N",5.25
6,"SCHUYLER","Hector  (Town)","0.3 MI N OF HECTOR       ","414  414 63031179","NYSDoT",1953,"10/03/2013","N",5.273
6,"SCHUYLER","Hector  (Town)","0.2 MI NORTH OF VALOIS   ","414  414 63031207","NYSDoT",1992,"06/18/2014","N",6.111
6,"SCHUYLER","Hector  (Town)","0.1 MI E JCT RTS 79 & 228","79   79 63061010","NYSDoT",1995,"10/15/2013","N",5.793
6,"SCHUYLER","Hector  (Town)","0.8 MI NW OF BENNETTSBURG","79   79 63061068","NYSDoT",1936,"04/09/2014","N",4.521
6,"SCHUYLER","Hector  (Town)","0.9 MI E OF BURDETT","79   79 63061086","NYSDoT",2006,"11/04/2014","N",6.6
6,"SCHUYLER","Hector  (Town)","2.0 MI NW OF PERRY CITY  ","BOWER RD","County",2014,"10/07/2014","SD",7
6,"SCHUYLER","Hector  (Town)",".4 MILES SOUTH PERRY CITY","BUCK HILL ROAD","County",1998,"07/28/2014","N",6.268
6,"SCHUYLER","Hector  (Town)","3.8 MI NW OF PERRY CITY  ","BURR ROAD","County",1987,"05/13/2014","SD",5.259
6,"SCHUYLER","Hector  (Town)","2.0 MI SOUTH OF PERRY CIY","CARMAN ROAD","County",1991,"07/10/2014","N",5.712
6,"SCHUYLER","Hector  (Town)","2.9 MI NW OF PERRY CITY  ","COUNTY ROAD 1","County",1938,"07/30/2014","N",4.63
6,"SCHUYLER","Hector  (Town)","2.3 MI E OF HECTOR       ","COUNTY ROAD 4","County",2012,"09/24/2014","N",6.932
6,"SCHUYLER","Hector  (Town)","IN CAYUTAVILLE           ","COUNTY ROAD 6","County",1940,"04/24/2014","N",4.396
6,"SCHUYLER","Hector  (Town)","0.2 MI S OF MECKLENBURG  ","COUNTY ROAD 6","County",1992,"07/28/2014","N",5.862
6,"SCHUYLER","Hector  (Town)","IN MECKLENBURG           ","COUNTY ROAD 6","County",2007,"04/08/2013","N",6.854
6,"SCHUYLER","Hector  (Town)","1 MI S JCT RTE 79 &CO RD9","COUNTY ROAD 9","County",1981,"09/24/2014","N",5.667
6,"SCHUYLER","Hector  (Town)","0.2 MI NE OF SMITH VALLEY","CULVER ROAD","Town",1936,"08/04/2014","SD",4.514
6,"SCHUYLER","Hector  (Town)","1.3 MI S OF BURDETTE     ","DOLPHSBURG RD","Town",1936,"08/05/2014","N",4.806
6,"SCHUYLER","Hector  (Town)","5.2 MI.E.OF BURDETT      ","HAVENS ROAD","County",1989,"08/04/2014","N",5.579
6,"SCHUYLER","Hector  (Town)","3.5 MI NE OF BURDETTE    ","MARK SMITH ROAD","Town",1936,"06/04/2014","N",4.611
6,"SCHUYLER","Hector  (Town)","0.7 MI SW OF MECKLENBURG ","SHULER RD","Town",1971,"10/28/2014","N",4.947
6,"SCHUYLER","Hector  (Town)","1.8 MI W OF PERRY CITY   ","STILLWELL RD","Town",1976,"05/14/2014","N",4.684
6,"SCHUYLER","Hector  (Town)","2.0 MI W OF PERRY CITY   ","STILLWELL ROAD","County",2007,"09/30/2013","N",6.435
6,"SCHUYLER","Hector  (Town)","0.4 MI W OF VALOIS       ","VALOIS POINT ROAD","County",2002,"04/10/2013","FO",6.951
6,"SCHUYLER","Hector  (Town)","1.1 MI NE OF PERRY CITY  ","WILLIAMEE ROAD","County",1985,"10/21/2014","N",5.483
6,"SCHUYLER","Montour  (Town)","1.4 MI S OF MONTOUR FALLS","14   14 63021029","NYSDoT",1931,"03/10/2014","N",4.667
6,"SCHUYLER","Montour  (Town)","1 MI SE JCT SR 14 & SR224","224  224 63021136","NYSDoT",1960,"06/17/2013","N",5.444
6,"SCHUYLER","Montour  (Town)","3.4 S OF MONTOUR FALLS   ","CROTON ROAD","County",1988,"07/22/2014","FO",5.188
6,"SCHUYLER","Montour  (Town)","1.9 MI SE MONTOUR FALLS  ","FITZPATRICK ROAD","Town",1995,"04/09/2013","N",6.317
6,"SCHUYLER","Montour  (Town)","3.3 MI S OF MONTOUR FALLS","FITZPATRICK ROAD","Town",1986,"07/23/2014","N",4.955
6,"SCHUYLER","Montour  (Town)","1.0 MI SW OF ODESSA      ","MITCHELL HOLLOWRD","Town",1952,"05/12/2014","N",5.568
6,"SCHUYLER","Montour  (Town)","1.3 MI S OF MONTOUR FALLS","SOUTH GENESEE RD","Town",2011,"11/05/2013","N",7
6,"SCHUYLER","Montour Falls  (Village)","1.0 MI S OF MONTOUR FALLS","14   14 63021033","NYSDoT",1951,"11/12/2014","N",5.905
6,"SCHUYLER","Montour Falls  (Village)","0.9 MI S OF MONTOUR FALLS","14   14 63021035","NYSDoT",1950,"11/12/2014","N",5.887
6,"SCHUYLER","Montour Falls  (Village)","0.3 MI N OF MONTOUR FALLS","14   14 63021047","NYSDoT",1981,"10/16/2013","N",5.254
6,"SCHUYLER","Montour Falls  (Village)","0.3 MI SE JCT RTS 14 +224","224  224 63021143","NYSDoT",1950,"11/05/2014","N",5.778
6,"SCHUYLER","Montour Falls  (Village)","IN MONTOUR FALLS         ","GENESEE STREET","State - Other",1954,"06/04/2013","N",5.364
6,"SCHUYLER","Montour Falls  (Village)","IN MONTOUR FALLS         ","MARINA DRIVE","Village",1960,"07/30/2014","FO",5.123
6,"SCHUYLER","Montour Falls  (Village)","IN MONTOUR FALLS         ","MILL STREET","County",1949,"09/29/2014","N",4.222
6,"SCHUYLER","Montour Falls  (Village)","IN MONTOUR FALLS         ","N  LHOMMEDIEU STR","County",1936,"04/24/2014","N",4.532
6,"SCHUYLER","Montour Falls  (Village)","VILLAGE OF MONTOUR FALLS ","N SENECA STREET","Village",1997,"04/10/2013","N",5.828
6,"SCHUYLER","Montour Falls  (Village)","IN MONTOUR FALLS         ","S LHOMMEDIEU STR","County",1937,"07/22/2014","N",4.914
6,"SCHUYLER","Odessa  (Village)","0.2 MI NE JCT RTS 224&228","228  228 63011003","NYSDoT",1982,"06/11/2013","SD",5.38
6,"SCHUYLER","Odessa  (Village)","0.5 MI NE JCT RTS 224&228","228  228 63011004","NYSDoT",1982,"06/11/2013","N",5.36
6,"SCHUYLER","Odessa  (Village)","IN ODESSA                ","COTTON HANLON RD","Village",1931,"06/03/2014","SD",4.273
6,"SCHUYLER","Odessa  (Village)","IN ODESSA                ","MILL STREET","County",2013,"10/28/2013","N",7
6,"SCHUYLER","Orange  (Town)","IN MONTEREY              ","COUNTY ROAD 16","County",1937,"07/21/2014","N",5.093
6,"SCHUYLER","Orange  (Town)","1.6 MI NE OF MONTEREY    ","COUNTY ROAD 16","County",1931,"06/09/2014","SD",4.473
6,"SCHUYLER","Orange  (Town)","0.8 MI SW OF MONTEREY    ","COUNTY ROAD 16","County",1984,"07/21/2014","N",4.911
6,"SCHUYLER","Orange  (Town)","2.4 MI NE OF MONTEREY    ","COUNTY ROAD 16","County",2003,"08/01/2013","N",6.902
6,"SCHUYLER","Orange  (Town)","2.0 MI NE OF MONTEREY    ","COUNTY ROAD 16","County",2002,"04/08/2013","N",6.31
6,"SCHUYLER","Orange  (Town)","2.3 MI SW OF MONTEREY    ","COUNTY ROAD 16","County",1969,"06/17/2013","FO",5.069
6,"SCHUYLER","Orange  (Town)","1.0 MI N OF MONTEREY     ","COUNTY ROAD 22","County",1936,"04/08/2013","N",5.78
6,"SCHUYLER","Orange  (Town)","1 MILE S OF MONTEREY     ","HORNBY ROAD","County",1996,"04/08/2013","N",6.51
6,"SCHUYLER","Orange  (Town)","0.2 MI W OF BEAVER DAMS  ","HORNBY ROAD","County",1941,"07/28/2014","FO",4.926
6,"SCHUYLER","Orange  (Town)","2.4 MI SW OF MONTERERY   ","SEXTON HOLLOW RD","Town",1981,"07/22/2014","N",4.538
6,"SCHUYLER","Reading  (Town)","JCT RTS 14 + 14A         ","14A  14A63011000","NYSDoT",2013,"09/24/2013","N",7
6,"SCHUYLER","Reading  (Town)","0.2 MI E JCT RTS 14 + 226","14A  14A63031002","NYSDoT",1926,"04/10/2014","N",4.514
6,"SCHUYLER","Reading  (Town)","2.6 MI NE OF ALTAY       ","COUNTY ROAD 27","County",2003,"04/02/2013","N",6.849
6,"SCHUYLER","Reading  (Town)","2.7 MI NW OF WATKINS GLEN","COUNTY ROAD 28","County",1978,"06/18/2013","N",5.474
6,"SCHUYLER","Tyrone  (Town)","0.8 MI SW OF TYRONE      ","226  226 63021038","NYSDoT",1975,"08/29/2013","SD",4.679
6,"SCHUYLER","Tyrone  (Town)","NW END OF TYRONE         ","226  226 63021047","NYSDoT",2012,"06/17/2014","N",7
6,"SCHUYLER","Tyrone  (Town)","SW END OF ALTAY          ","226  226 63021073","NYSDoT",1973,"06/16/2014","N",4.778
6,"SCHUYLER","Tyrone  (Town)","2.4 MI E JCT RTE 54 & 230","230  230 63021005","NYSDoT",1992,"05/23/2013","N",5.286
6,"SCHUYLER","Tyrone  (Town)",".3 MI N JCT SH226 & CR23A","COUNTY ROAD 23A","County",2002,"04/02/2013","N",7
6,"SCHUYLER","Tyrone  (Town)","0.6 MI SW OF TYRONE      ","LAMOKA LAKE ROAD","County",1991,"06/25/2014","N",5.207
6,"SCHUYLER","Watkins Glen  (Village)","IN WATKINS GLEN","14   14 63021068","NYSDoT",1988,"04/28/2014","N",6.031
6,"SCHUYLER","Watkins Glen  (Village)","1.4 MI E JCT RTS 14 + 414","414  414 63031095","NYSDoT",1964,"07/31/2013","SD",4.719
6,"SCHUYLER","Watkins Glen  (Village)","1.9 MI E JCT RTS 14 + 414","414  414 63031099","NYSDoT",1940,"06/16/2014","N",6.032
6,"SCHUYLER","Watkins Glen  (Village)","015MI.N.E.OFINT.RT.14P329","DECATUR STREET","Village",1986,"06/16/2014","N",5.797
3,"SENECA","Covert  (Town)",".5MI NW JCT89&TOMPKINS CC","89   89 35021006","NYSDoT",1986,"09/03/2013","N",5.19
3,"SENECA","Covert  (Town)","5.4 MI S OF INTERLAKEN   ","ARDEN RD","Town",1973,"08/13/2014","N",4.474
3,"SENECA","Covert  (Town)","4.6 MI S OF INTERLAKEN   ","DAWSON CORNERS RD","County",2010,"08/07/2014","N",7
3,"SENECA","Covert  (Town)","7.9 MI SE OF INTERLAKEN  ","FRONTENAC ROAD","Town",1940,"06/17/2014","SD",3.5
3,"SENECA","Covert  (Town)","3.1 MI S OF INTERLAKEN   ","INTERLAKEN ROAD","County",1946,"09/10/2014","SD",5.088
3,"SENECA","Fayette  (Town)","JCT S.H.96A & BARGE CANAL","96A  96A35011265","NYSDoT",1962,"08/26/2013","N",5.381
3,"SENECA","Fayette  (Town)","2 MI N JCT SH 336 & SH 96","ALLEN ROAD","Town",1940,"08/11/2014","SD",5.854
3,"SENECA","Fayette  (Town)","2 MILES SW OF WATERLOO","COUNTY ROAD 119","County",1950,"08/26/2013","FO",4.93
3,"SENECA","Fayette  (Town)","2.5 MI SW OF WATERLOO    ","MARSHALL RD","County",1950,"08/13/2014","FO",4.723
3,"SENECA","Fayette  (Town)","2.7 MI N JCT SH 96A & SH3","YELLOW TAVERN RD","County",1950,"09/05/2014","N",4.746
3,"SENECA","Junius  (Town)","0.8 MI W OF EXIT 41 TOLL ","BIRDSEY RD CR 106","NYS Thruway Authority",1999,"09/04/2013","FO",6.081
3,"SENECA","Junius  (Town)","4.5 MI W OF EXIT 41      ","GRANGE HALL RD","NYS Thruway Authority",1998,"09/05/2014","FO",6
3,"SENECA","Junius  (Town)","3.6 MI E OF EXIT 42 TOLL ","NINE FOOT RD CR 1","NYS Thruway Authority",1999,"09/12/2013","FO",6.081
3,"SENECA","Junius  (Town)","2.0 MI W EXIT 41 I90     ","STONE CHURCH RD","NYS Thruway Authority",1953,"05/08/2014","FO",5.408
3,"SENECA","Junius  (Town)","3.0 MI W EXIT 41 I90     ","WHISKEY HILL RD C","NYS Thruway Authority",1953,"06/19/2013","FO",5.352
3,"SENECA","Lodi  (Town)","0.7 MI SW JCT RTS 96A&414","414  414 35041051","NYSDoT",1993,"05/22/2013","N",5.492
3,"SENECA","Lodi  (Town)","1.0 MI S OF LODI         ","CR137 LODI CTR RD","County",1936,"06/04/2014","N",5.339
3,"SENECA","Lodi  (Town)","2.3 MI SOUTH OF LODI","DEAN ROAD","Town",1936,"10/01/2014","SD",3.9
3,"SENECA","Lodi  (Town)","3.2 MI W OF LODI         ","LOWER LAKE RD","Town",1962,"10/21/2014","N",5.273
3,"SENECA","Lodi  (Town)","1.4 MI WEST OF LODI","UPPER LAKE ROAD","Town",1936,"11/12/2014","SD",3.683
3,"SENECA","Lodi  (Village)","0.7 MI SW OF LODI        ","COUNTY ROAD 136A","County",1921,"10/21/2014","N",4
3,"SENECA","Ovid  (Town)","2.5MI NW JCT RTS 96 + 96A","96   96 35031086","NYSDoT",1942,"05/06/2014","N",5.273
3,"SENECA","Ovid  (Town)","7.2 MI EAST OF OVID","COUNTY ROAD 153","County",1994,"06/04/2014","N",5.068
3,"SENECA","Ovid  (Town)","2.1 MI NW OF LODI        ","GILBERT ROAD","County",1993,"07/15/2013","N",4.508
3,"SENECA","Ovid  (Town)","2.7 MI NW OF INTERLAKEN  ","HALL ROAD","Town",1958,"07/16/2014","FO",4.733
3,"SENECA","Ovid  (Town)","2.5 MI N OF INTERLAKEN   ","POTTER ROAD","Town",1920,"09/10/2014","SD",4.02
3,"SENECA","Ovid  (Town)","3.4 MI SW OF OVID        ","UPPER LAKE ROAD","County",1986,"05/06/2014","N",5.039
3,"SENECA","Ovid  (Town)","5.6 MI EAST OF OVID","WYERS POINT ROAD","Town",1936,"09/09/2014","SD",3.833
3,"SENECA","Ovid  (Town)","6.7 MI E OF OVID         ","WYERS POINT ROAD","Town",1966,"09/09/2014","SD",3.967
3,"SENECA","Romulus  (Town)","3.3 MI NW OF OVID        ","EAST LAKE ROAD","County",2013,"09/11/2013","N",7
3,"SENECA","Seneca Falls  (Town)","JCT RTE 414+ SENECA CANAL","414  414 35061265","NYSDoT",1984,"08/25/2014","N",4.861
3,"SENECA","Seneca Falls  (Town)",".8 MI SE JCT SH 5 & SH 89","89   89 35021304","NYSDoT",1964,"08/11/2014","N",4.828
3,"SENECA","Seneca Falls  (Town)",".3 MI W JCT RTE 414+CANAL","BRIDGE STREET","Village",1915,"09/05/2014","N",4.292
3,"SENECA","Seneca Falls  (Town)","S JCT S.H.414 & US20/SH5 ","RIVER ROAD CONN.","NYSDoT",1993,"08/15/2013","N",6.224
3,"SENECA","Seneca Falls  (Town)","1.7 mi S Jct Exit 41 I90","ROUTE 414","NYSDoT",2012,"11/25/2014","N",6.902
3,"SENECA","Seneca Falls  (Town)",".6 MI W JCT RTE 414+CANAL","Veterans Br St","Village",1959,"08/05/2013","FO",5.681
3,"SENECA","Tyre  (Town)",".8 MI SE JCT SH31&WYNE CL","31   31 35071008","NYSDoT",1997,"08/15/2013","N",6.103
3,"SENECA","Tyre  (Town)","JCT SH 31 & CAY & SEN CNL","31   31 35071016","NYSDoT",1949,"08/07/2014","N",3.861
3,"SENECA","Tyre  (Town)","Black Brook","318  318 35011020","NYSDoT",1962,"10/16/2013","N",6.053
3,"SENECA","Tyre  (Town)","JCT SH 414 & I90         ","414  414 35041330","NYS Thruway Authority",2000,"09/29/2014","FO",6.209
3,"SENECA","Tyre  (Town)","JCT US 20 & CAY & SEN CNL","5    5 35061143","NYSDoT",1932,"09/18/2014","SD",3.931
3,"SENECA","Tyre  (Town)","JCT OF RTS 89 + I-90     ","89   89 35021339","NYS Thruway Authority",1953,"10/16/2013","FO",4.5
3,"SENECA","Tyre  (Town)",".8 MI NE JCT SH 89 & I90 ","89   89 35021348","NYSDoT",1969,"06/02/2014","N",3.889
3,"SENECA","Tyre  (Town)","1.5 MI E OF EXIT 41      ","90I X","NYS Thruway Authority",1953,"06/27/2013","N",5.095
3,"SENECA","Tyre  (Town)","4.0 MI NW OF FOSTERVILLE ","90I X","NYS Thruway Authority",1954,"08/19/2013","SD",4.159
3,"SENECA","Tyre  (Town)","JCT I90EB/CAYUGA CL & CNL","90I X E B","NYS Thruway Authority",1953,"05/10/2013","N",4.817
3,"SENECA","Tyre  (Town)","JCT I-90 WB+CAYUGA CL + C","90I X WB","NYS Thruway Authority",1953,"04/28/2014","N",5.282
3,"SENECA","Tyre  (Town)","2.3 MI NW JCT SH 89 & CNL","ARMITAGE ROAD","NYSDoT",1914,"08/19/2014","SD",3.3
3,"SENECA","Tyre  (Town)","1.6 MI E OF EXIT 41 TOLL ","BLACK BROOK RD","NYS Thruway Authority",1999,"09/12/2013","FO",6.258
3,"SENECA","Tyre  (Town)","4.6 MI N OF SENECA FALLS ","CR 101","County",1950,"09/09/2014","FO",4.596
3,"SENECA","Tyre  (Town)","I90 EXIT 41 RAMP BRIDGE  ","EXIT 41 RAMP","NYS Thruway Authority",1953,"08/08/2013","FO",4.906
3,"SENECA","Tyre  (Town)","4 MI NOR SENECA FALLS    ","GRAVEL RD CR 101","NYS Thruway Authority",1998,"09/05/2014","N",5.836
3,"SENECA","Tyre  (Town)","6.5 MI N OF SENECA FALLS ","MAYS POINT RD","County",2003,"10/16/2013","N",6.69
3,"SENECA","Tyre  (Town)","1.5MI E OF EXIT41        ","MID. BLACK BRK RD","NYS Thruway Authority",1953,"09/30/2014","FO",5.563
3,"SENECA","Varick  (Town)","3.2 MI SW JCT RTS 96A&336","COUNTY ROAD 125","County",1987,"07/16/2014","N",5.692
3,"SENECA","Waterloo  (Village)","JCT SH 96 & BARGE CANAL","96   96 35031296","NYSDoT",1962,"07/16/2014","N",6.233
3,"SENECA","Waterloo  (Village)",".1 MI S JCT SH 96 & SH 5 ","96   96 35031296","NYSDoT",1915,"08/27/2014","N",6.255
3,"SENECA","Waterloo  (Village)","0.15 MI S JCT RTS 96 + 5 ","96   96 35031298","NYSDoT",2005,"08/15/2013","N",6.9
3,"SENECA","Waterloo  (Village)","AT WATERLOO-SH96 & B CNL ","LOCUST STREET","NYSDoT",1914,"09/05/2014","SD",2.918
