"country","year","life_expectancy","population","income","four_regions"
"Israel",1854,32,219000,887,"asia"
"Israel",1855,32,220000,887,"asia"
"Israel",1856,32,222000,887,"asia"
"Israel",1857,32,224000,887,"asia"
"Israel",1858,32,225000,887,"asia"
"Israel",1859,32,227000,887,"asia"
"Israel",1860,32,229000,887,"asia"
"Israel",1861,32,231000,887,"asia"
"Israel",1862,32,233000,888,"asia"
"Israel",1863,32,236000,888,"asia"
"Israel",1864,32,238000,888,"asia"
"Israel",1865,32,240000,888,"asia"
"Israel",1866,32,243000,888,"asia"
"Israel",1867,32,245000,888,"asia"
"Israel",1868,32,247000,888,"asia"
"Israel",1869,32,250000,889,"asia"
"Israel",1870,32,253000,889,"asia"
"Israel",1871,32,255000,894,"asia"
"Israel",1872,32,258000,899,"asia"
"Israel",1873,32,261000,904,"asia"
"Israel",1874,32,263000,909,"asia"
"Israel",1875,32,266000,914,"asia"
"Israel",1876,32,269000,919,"asia"
"Israel",1877,31.9,272000,924,"asia"
"Israel",1878,31.9,275000,929,"asia"
"Israel",1879,31.9,278000,934,"asia"
"Israel",1880,31.9,281000,940,"asia"
"Israel",1881,31.9,284000,945,"asia"
"Israel",1882,31.9,288000,950,"asia"
"Israel",1883,31.9,291000,956,"asia"
"Israel",1884,31.9,295000,961,"asia"
"Israel",1885,31.9,298000,966,"asia"
"Israel",1886,31.9,302000,972,"asia"
"Israel",1887,31.9,305000,977,"asia"
"Israel",1888,31.9,309000,983,"asia"
"Israel",1889,31.9,313000,988,"asia"
"Israel",1890,31.9,316000,994,"asia"
"Israel",1891,31.9,320000,999,"asia"
"Israel",1892,31.8,324000,1010,"asia"
"Israel",1893,31.8,328000,1010,"asia"
"Israel",1894,31.8,332000,1020,"asia"
"Israel",1895,31.8,337000,1020,"asia"
"Israel",1896,31.8,341000,1030,"asia"
"Israel",1897,31.8,345000,1030,"asia"
"Israel",1898,31.8,350000,1040,"asia"
"Israel",1899,31.8,354000,1050,"asia"
"Israel",1900,31.8,359000,1050,"asia"
"Israel",1901,31.8,364000,1060,"asia"
"Israel",1902,31.8,369000,1060,"asia"
"Israel",1903,31.8,374000,1070,"asia"
"Israel",1904,31.8,379000,1070,"asia"
"Israel",1905,31.8,384000,1080,"asia"
"Israel",1906,31.7,389000,1090,"asia"
"Israel",1907,31.7,394000,1090,"asia"
"Israel",1908,31.7,400000,1100,"asia"
"Israel",1909,31.7,406000,1110,"asia"
"Israel",1910,31.7,413000,1110,"asia"
"Israel",1911,31.7,420000,1120,"asia"
"Israel",1912,31.7,428000,1120,"asia"
"Israel",1913,31.7,434000,1130,"asia"
"Israel",1914,31.7,436000,1080,"asia"
"Israel",1915,31.7,433000,1030,"asia"
"Israel",1916,31.7,426000,978,"asia"
"Israel",1917,31.7,419000,932,"asia"
"Israel",1918,26.3,418000,965,"asia"
"Israel",1919,31.6,421000,998,"asia"
"Israel",1920,31.6,431000,1030,"asia"
"Israel",1921,31.6,440000,1070,"asia"
"Israel",1922,31.6,451000,1110,"asia"
"Israel",1923,31.6,463000,1060,"asia"
"Israel",1924,31.6,476000,1330,"asia"
"Israel",1925,31.6,490000,1420,"asia"
"Israel",1926,31.6,504000,1210,"asia"
"Israel",1927,31.6,519000,1340,"asia"
"Israel",1928,31.6,534000,1460,"asia"
"Israel",1929,31.6,549000,1670,"asia"
"Israel",1930,31.6,565000,2000,"asia"
"Israel",1931,31.6,583000,2270,"asia"
"Israel",1932,31.6,609000,2590,"asia"
"Israel",1933,31.6,642000,3090,"asia"
"Israel",1934,31.5,685000,3450,"asia"
"Israel",1935,31.5,727000,3290,"asia"
"Israel",1936,33.6,762000,2730,"asia"
"Israel",1937,35.8,786000,2410,"asia"
"Israel",1938,37.9,814000,2210,"asia"
"Israel",1939,40,844000,2120,"asia"
"Israel",1940,42,877000,2150,"asia"
"Israel",1941,44.2,903000,2430,"asia"
"Israel",1942,46.3,930000,2890,"asia"
"Israel",1943,48.4,960000,3010,"asia"
"Israel",1944,50.5,994000,3090,"asia"
"Israel",1945,52.6,1030000,3190,"asia"
"Israel",1946,54.6,1070000,3480,"asia"
"Israel",1947,56.8,1110000,3640,"asia"
"Israel",1948,58.8,1150000,3820,"asia"
"Israel",1949,60.9,1200000,4010,"asia"
"Israel",1950,63,1260000,4200,"asia"
"Israel",1951,63.3,1350000,4720,"asia"
"Israel",1952,63.9,1450000,4530,"asia"
"Israel",1953,64.5,1550000,4350,"asia"
"Israel",1954,65,1640000,5050,"asia"
"Israel",1955,65.5,1720000,5540,"asia"
"Israel",1956,65.9,1800000,5780,"asia"
"Israel",1957,66.3,1870000,5980,"asia"
"Israel",1958,66.7,1940000,6160,"asia"
"Israel",1959,67,2010000,6750,"asia"
"Israel",1960,67.3,2090000,7000,"asia"
"Israel",1961,67.6,2170000,7500,"asia"
"Israel",1962,67.9,2260000,7910,"asia"
"Israel",1963,68.1,2360000,8410,"asia"
"Israel",1964,68.4,2440000,8900,"asia"
"Israel",1965,68.6,2520000,9440,"asia"
"Israel",1966,68.9,2590000,9320,"asia"
"Israel",1967,69.1,2650000,9380,"asia"
"Israel",1968,69.3,2710000,10600,"asia"
"Israel",1969,69.4,2780000,11600,"asia"
"Israel",1970,69.6,2850000,12200,"asia"
"Israel",1971,71,2940000,13200,"asia"
"Israel",1972,71.1,3030000,14300,"asia"
"Israel",1973,66.6,3140000,14600,"asia"
"Israel",1974,71.3,3240000,15200,"asia"
"Israel",1975,71.5,3340000,15400,"asia"
"Israel",1976,72.1,3430000,15200,"asia"
"Israel",1977,72.5,3510000,14900,"asia"
"Israel",1978,72.9,3590000,15300,"asia"
"Israel",1979,73.3,3670000,15900,"asia"
"Israel",1980,73.6,3740000,16700,"asia"
"Israel",1981,73.8,3820000,17200,"asia"
"Israel",1982,74,3880000,17300,"asia"
"Israel",1983,74,3950000,17600,"asia"
"Israel",1984,74.3,4020000,17400,"asia"
"Israel",1985,74.5,4080000,17700,"asia"
"Israel",1986,74.6,4150000,18300,"asia"
"Israel",1987,74.9,4220000,19300,"asia"
"Israel",1988,75.2,4290000,19400,"asia"
"Israel",1989,75.6,4380000,19200,"asia"
"Israel",1990,75.8,4500000,19800,"asia"
"Israel",1991,75.9,4640000,20000,"asia"
"Israel",1992,76,4810000,20400,"asia"
"Israel",1993,76.3,4990000,21000,"asia"
"Israel",1994,76.6,5170000,21900,"asia"
"Israel",1995,77,5330000,22700,"asia"
"Israel",1996,77.3,5490000,23500,"asia"
"Israel",1997,77.6,5630000,23900,"asia"
"Israel",1998,77.9,5770000,24300,"asia"
"Israel",1999,78.2,5890000,24600,"asia"
"Israel",2000,78.5,6010000,26100,"asia"
"Israel",2001,78.6,6130000,25500,"asia"
"Israel",2002,78.5,6240000,25000,"asia"
"Israel",2003,79,6350000,24900,"asia"
"Israel",2004,79.3,6470000,25700,"asia"
"Israel",2005,79.7,6600000,26300,"asia"
"Israel",2006,79.8,6760000,27400,"asia"
"Israel",2007,80.2,6920000,28500,"asia"
"Israel",2008,80.5,7100000,28900,"asia"
"Israel",2009,80.9,7270000,28600,"asia"
"Israel",2010,81.4,7430000,29600,"asia"
"Israel",2011,81.6,7570000,30500,"asia"
"Israel",2012,81.9,7700000,30700,"asia"
"Israel",2013,82,7820000,31400,"asia"
"Israel",2014,81.4,7940000,31800,"asia"
"Israel",2015,82,8060000,32000,"asia"
"Israel",2016,82.1,8190000,32600,"asia"
"Israel",2017,82.3,8320000,33000,"asia"
"Israel",2018,82.4,8450000,33400,"asia"
"Kenya",1800,25.5,2570000,854,"africa"
"Kenya",1801,25.5,2570000,856,"africa"
"Kenya",1802,25.5,2570000,859,"africa"
"Kenya",1803,25.5,2570000,862,"africa"
"Kenya",1804,25.5,2570000,864,"africa"
"Kenya",1805,25.5,2570000,867,"africa"
"Kenya",1806,25.5,2570000,870,"africa"
"Kenya",1807,25.5,2570000,872,"africa"
"Kenya",1808,25.5,2570000,875,"africa"
"Kenya",1809,25.5,2570000,878,"africa"
"Kenya",1810,25.5,2570000,881,"africa"
"Kenya",1811,25.5,2570000,883,"africa"
"Kenya",1812,25.5,2570000,886,"africa"
"Kenya",1813,25.5,2570000,889,"africa"
"Kenya",1814,25.5,2570000,892,"africa"
"Kenya",1815,25.5,2570000,895,"africa"
"Kenya",1816,25.5,2570000,897,"africa"
"Kenya",1817,25.5,2570000,900,"africa"
"Kenya",1818,25.5,2570000,903,"africa"
"Kenya",1819,25.5,2570000,906,"africa"
"Kenya",1820,25.5,2570000,909,"africa"
"Kenya",1821,25.5,2570000,912,"africa"
"Kenya",1822,25.5,2570000,914,"africa"
"Kenya",1823,25.5,2570000,917,"africa"
"Kenya",1824,25.5,2570000,920,"africa"
"Kenya",1825,25.5,2570000,923,"africa"
"Kenya",1826,25.5,2570000,926,"africa"
"Kenya",1827,25.5,2570000,929,"africa"
"Kenya",1828,25.5,2570000,932,"africa"
"Kenya",1829,25.5,2570000,935,"africa"
"Kenya",1830,25.5,2570000,938,"africa"
"Kenya",1831,25.5,2570000,941,"africa"
"Kenya",1832,25.5,2570000,943,"africa"
"Kenya",1833,25.5,2570000,946,"africa"
"Kenya",1834,25.5,2570000,949,"africa"
"Kenya",1835,25.5,2570000,952,"africa"
"Kenya",1836,25.5,2570000,955,"africa"
"Kenya",1837,25.5,2570000,958,"africa"
"Kenya",1838,25.5,2570000,961,"africa"
"Kenya",1839,25.5,2570000,964,"africa"
"Kenya",1840,25.5,2570000,967,"africa"
"Kenya",1841,25.5,2570000,970,"africa"
"Kenya",1842,25.5,2570000,973,"africa"
"Kenya",1843,25.5,2570000,977,"africa"
"Kenya",1844,25.5,2570000,980,"africa"
"Kenya",1845,25.5,2570000,983,"africa"
"Kenya",1846,25.5,2570000,986,"africa"
"Kenya",1847,25.5,2570000,989,"africa"
"Kenya",1848,25.5,2570000,992,"africa"
"Kenya",1849,25.5,2570000,995,"africa"
"Kenya",1850,25.5,2570000,998,"africa"
"Kenya",1851,25.5,2580000,1000,"africa"
"Kenya",1852,25.5,2580000,1000,"africa"
"Kenya",1853,25.5,2580000,1010,"africa"
"Kenya",1854,25.5,2580000,1010,"africa"
"Kenya",1855,25.5,2580000,1010,"africa"
"Kenya",1856,25.5,2580000,1020,"africa"
"Kenya",1857,25.5,2580000,1020,"africa"
"Kenya",1858,25.5,2580000,1020,"africa"
"Kenya",1859,25.5,2580000,1030,"africa"
"Kenya",1860,25.5,2590000,1030,"africa"
"Kenya",1861,25.5,2590000,1030,"africa"
"Kenya",1862,25.5,2590000,1040,"africa"
"Kenya",1863,25.5,2590000,1040,"africa"
"Kenya",1864,25.5,2590000,1040,"africa"
"Kenya",1865,25.5,2590000,1050,"africa"
"Kenya",1866,25.5,2590000,1050,"africa"
"Kenya",1867,25.5,2590000,1050,"africa"
"Kenya",1868,25.5,2590000,1060,"africa"
"Kenya",1869,25.5,2600000,1060,"africa"
"Kenya",1870,25.5,2600000,1060,"africa"
"Kenya",1871,25.5,2600000,1070,"africa"
"Kenya",1872,25.6,2600000,1070,"africa"
"Kenya",1873,25.6,2600000,1070,"africa"
"Kenya",1874,25.6,2600000,1080,"africa"
"Kenya",1875,25.6,2600000,1080,"africa"
"Kenya",1876,25.7,2600000,1080,"africa"
"Kenya",1877,25.7,2600000,1090,"africa"
"Kenya",1878,25.7,2600000,1090,"africa"
"Kenya",1879,25.8,2610000,1090,"africa"
"Kenya",1880,25.8,2610000,1100,"africa"
"Kenya",1881,25.8,2610000,1100,"africa"
"Kenya",1882,25.8,2610000,1100,"africa"
"Kenya",1883,25.9,2610000,1110,"africa"
"Kenya",1884,25.9,2610000,1110,"africa"
"Kenya",1885,25.9,2610000,1110,"africa"
"Kenya",1886,25.9,2610000,1120,"africa"
"Kenya",1887,26,2610000,1120,"africa"
"Kenya",1888,26,2620000,1120,"africa"
"Kenya",1889,26,2620000,1130,"africa"
"Kenya",1890,26.1,2620000,1130,"africa"
"Kenya",1891,26.1,2620000,1140,"africa"
"Kenya",1892,26.1,2620000,1140,"africa"
"Kenya",1893,26.1,2620000,1140,"africa"
"Kenya",1894,26.2,2620000,1150,"africa"
"Kenya",1895,26.2,2620000,1150,"africa"
"Kenya",1896,26.2,2620000,1150,"africa"
"Kenya",1897,26.3,2630000,1160,"africa"
"Kenya",1898,26.3,2630000,1160,"africa"
"Kenya",1899,26.3,2630000,1160,"africa"
"Kenya",1900,26.3,2630000,1170,"africa"
"Kenya",1901,26.4,2630000,1180,"africa"
"Kenya",1902,26.4,2630000,1190,"africa"
"Kenya",1903,26.4,2630000,1200,"africa"
"Kenya",1904,26.4,2630000,1210,"africa"
"Kenya",1905,26.5,2630000,1220,"africa"
"Kenya",1906,26.5,2640000,1230,"africa"
"Kenya",1907,26.5,2640000,1240,"africa"
"Kenya",1908,26.6,2640000,1250,"africa"
"Kenya",1909,26.6,2640000,1260,"africa"
"Kenya",1910,26.6,2640000,1270,"africa"
"Kenya",1911,26.6,2640000,1280,"africa"
"Kenya",1912,26.7,2640000,1290,"africa"
"Kenya",1913,26.7,2640000,1300,"africa"
"Kenya",1914,26.7,2640000,1310,"africa"
"Kenya",1915,26.8,2650000,1330,"africa"
"Kenya",1916,26.8,2650000,1340,"africa"
"Kenya",1917,26.8,2650000,1350,"africa"
"Kenya",1918,6.33,2650000,1360,"africa"
"Kenya",1919,26.9,2650000,1370,"africa"
"Kenya",1920,26.9,2650000,1380,"africa"
"Kenya",1921,26.9,2660000,1400,"africa"
"Kenya",1922,26.9,2690000,1410,"africa"
"Kenya",1923,26.6,2740000,1420,"africa"
"Kenya",1924,26.3,2780000,1430,"africa"
"Kenya",1925,26,2830000,1440,"africa"
"Kenya",1926,25.7,2880000,1460,"africa"
"Kenya",1927,25.4,2930000,1470,"africa"
"Kenya",1928,25.7,2980000,1480,"africa"
"Kenya",1929,26,3030000,1500,"africa"
"Kenya",1930,26.3,3080000,1510,"africa"
"Kenya",1931,26.6,3140000,1520,"africa"
"Kenya",1932,26.9,3230000,1540,"africa"
"Kenya",1933,27.1,3340000,1550,"africa"
"Kenya",1934,27.4,3440000,1560,"africa"
"Kenya",1935,27.7,3560000,1580,"africa"
"Kenya",1936,28,3670000,1590,"africa"
"Kenya",1937,28.3,3790000,1600,"africa"
"Kenya",1938,28.7,3910000,1620,"africa"
"Kenya",1939,29,4040000,1630,"africa"
"Kenya",1940,29.4,4170000,1640,"africa"
"Kenya",1941,29.7,4310000,1660,"africa"
"Kenya",1942,30.1,4450000,1670,"africa"
"Kenya",1943,30.5,4590000,1690,"africa"
"Kenya",1944,30.8,4740000,1700,"africa"
"Kenya",1945,31.2,4900000,1720,"africa"
"Kenya",1946,34,5050000,1730,"africa"
"Kenya",1947,36.8,5220000,1750,"africa"
"Kenya",1948,39.6,5390000,1760,"africa"
"Kenya",1949,42.4,5730000,1780,"africa"
"Kenya",1950,45.2,6080000,1790,"africa"
"Kenya",1951,45.4,6240000,2050,"africa"
"Kenya",1952,45.8,6410000,1880,"africa"
"Kenya",1953,46.3,6590000,1750,"africa"
"Kenya",1954,46.8,6780000,1840,"africa"
"Kenya",1955,47.4,6980000,1890,"africa"
"Kenya",1956,48,7190000,1940,"africa"
"Kenya",1957,48.7,7400000,1970,"africa"
"Kenya",1958,49.4,7630000,1920,"africa"
"Kenya",1959,50.1,7860000,1800,"africa"
"Kenya",1960,50.9,8110000,1890,"africa"
"Kenya",1961,51.7,8360000,1770,"africa"
"Kenya",1962,52.4,8630000,1850,"africa"
"Kenya",1963,53.2,8910000,1870,"africa"
"Kenya",1964,53.9,9200000,1920,"africa"
"Kenya",1965,54.5,9500000,1950,"africa"
"Kenya",1966,55.2,9820000,2120,"africa"
"Kenya",1967,55.9,10200000,2140,"africa"
"Kenya",1968,56.5,10500000,2070,"africa"
"Kenya",1969,57.2,10900000,2130,"africa"
"Kenya",1970,57.9,11300000,1950,"africa"
"Kenya",1971,58.3,11700000,2010,"africa"
"Kenya",1972,58.7,12100000,2030,"africa"
"Kenya",1973,59.1,12500000,2060,"africa"
"Kenya",1974,59.5,13000000,2090,"africa"
"Kenya",1975,59.8,13500000,2000,"africa"
"Kenya",1976,60.2,14000000,2010,"africa"
"Kenya",1977,60.6,14500000,2110,"africa"
"Kenya",1978,61,15100000,2220,"africa"
"Kenya",1979,61.3,15700000,2220,"africa"
"Kenya",1980,61.7,16300000,2250,"africa"
"Kenya",1981,61.9,16900000,2250,"africa"
"Kenya",1982,62.1,17600000,2250,"africa"
"Kenya",1983,62.4,18200000,2190,"africa"
"Kenya",1984,62.5,18900000,2150,"africa"
"Kenya",1985,62.6,19700000,2160,"africa"
"Kenya",1986,62.6,20400000,2230,"africa"
"Kenya",1987,62.4,21100000,2280,"africa"
"Kenya",1988,62.4,21900000,2340,"africa"
"Kenya",1989,61.9,22600000,2360,"africa"
"Kenya",1990,61.4,23400000,2380,"africa"
"Kenya",1991,60.7,24200000,2340,"africa"
"Kenya",1992,59.9,25000000,2250,"africa"
"Kenya",1993,59,25800000,2180,"africa"
"Kenya",1994,58,26500000,2180,"africa"
"Kenya",1995,57.3,27300000,2200,"africa"
"Kenya",1996,56.5,28100000,2230,"africa"
"Kenya",1997,55.9,29000000,2180,"africa"
"Kenya",1998,55.3,29800000,2190,"africa"
"Kenya",1999,55.3,30600000,2180,"africa"
"Kenya",2000,55.2,31500000,2130,"africa"
"Kenya",2001,55.5,32300000,2150,"africa"
"Kenya",2002,55.7,33200000,2110,"africa"
"Kenya",2003,56,34100000,2110,"africa"
"Kenya",2004,56.6,35100000,2160,"africa"
"Kenya",2005,57.4,36000000,2220,"africa"
"Kenya",2006,58.5,37100000,2300,"africa"
"Kenya",2007,59.6,38100000,2400,"africa"
"Kenya",2008,60.6,39100000,2340,"africa"
"Kenya",2009,61.7,40200000,2350,"africa"
"Kenya",2010,62.8,41400000,2480,"africa"
"Kenya",2011,63.8,42500000,2560,"africa"
"Kenya",2012,64.6,43600000,2600,"africa"
"Kenya",2013,65.2,44800000,2680,"africa"
"Kenya",2014,65.8,46000000,2750,"africa"
"Kenya",2015,66.3,47200000,2840,"africa"
"Kenya",2016,66.9,48500000,2930,"africa"
"Kenya",2017,67.1,49700000,3010,"africa"
"Kenya",2018,67.3,51000000,3110,"africa"
"Mexico",1800,26.9,6180000,1380,"americas"
"Mexico",1801,26.9,6200000,1380,"americas"
"Mexico",1802,26.9,6220000,1380,"americas"
"Mexico",1803,26.9,6240000,1380,"americas"
"Mexico",1804,26.9,6260000,1380,"americas"
"Mexico",1805,26.9,6280000,1380,"americas"
"Mexico",1806,26.9,6300000,1380,"americas"
"Mexico",1807,26.9,6320000,1380,"americas"
"Mexico",1808,26.9,6340000,1380,"americas"
"Mexico",1809,26.9,6360000,1380,"americas"
"Mexico",1810,26.9,6380000,1380,"americas"
"Mexico",1811,26.9,6400000,1380,"americas"
"Mexico",1812,26.9,6420000,1380,"americas"
"Mexico",1813,26.9,6450000,1380,"americas"
"Mexico",1814,26.9,6470000,1380,"americas"
"Mexico",1815,26.9,6490000,1380,"americas"
"Mexico",1816,26.9,6520000,1380,"americas"
"Mexico",1817,26.9,6540000,1380,"americas"
"Mexico",1818,26.9,6570000,1380,"americas"
"Mexico",1819,26.9,6590000,1380,"americas"
"Mexico",1820,26.9,6620000,1380,"americas"
"Mexico",1821,26.9,6650000,1380,"americas"
"Mexico",1822,26.9,6680000,1380,"americas"
"Mexico",1823,26.9,6710000,1370,"americas"
"Mexico",1824,26.9,6740000,1370,"americas"
"Mexico",1825,26.9,6770000,1370,"americas"
"Mexico",1826,26.9,6800000,1360,"americas"
"Mexico",1827,26.9,6830000,1360,"americas"
"Mexico",1828,26.9,6860000,1360,"americas"
"Mexico",1829,26.9,6900000,1360,"americas"
"Mexico",1830,26.9,6930000,1350,"americas"
"Mexico",1831,26.9,6970000,1350,"americas"
"Mexico",1832,26.9,7000000,1350,"americas"
"Mexico",1833,26.9,7040000,1340,"americas"
"Mexico",1834,26.9,7070000,1340,"americas"
"Mexico",1835,26.9,7110000,1340,"americas"
"Mexico",1836,26.9,7140000,1330,"americas"
"Mexico",1837,26.9,7180000,1330,"americas"
"Mexico",1838,26.9,7220000,1330,"americas"
"Mexico",1839,26.9,7250000,1330,"americas"
"Mexico",1840,26.9,7290000,1320,"americas"
"Mexico",1841,26.9,7330000,1320,"americas"
"Mexico",1842,26.9,7370000,1320,"americas"
"Mexico",1843,26.9,7410000,1310,"americas"
"Mexico",1844,26.9,7450000,1310,"americas"
"Mexico",1845,26.9,7500000,1310,"americas"
"Mexico",1846,26.9,7550000,1310,"americas"
"Mexico",1847,26.9,7600000,1300,"americas"
"Mexico",1848,26.9,7650000,1300,"americas"
"Mexico",1849,26.9,7700000,1300,"americas"
"Mexico",1850,26.9,7750000,1290,"americas"
"Mexico",1851,26.9,7810000,1290,"americas"
"Mexico",1852,26.9,7870000,1290,"americas"
"Mexico",1853,26.9,7940000,1280,"americas"
"Mexico",1854,26.9,8000000,1280,"americas"
"Mexico",1855,26.9,8070000,1280,"americas"
"Mexico",1856,26.9,8140000,1280,"americas"
"Mexico",1857,26.9,8210000,1270,"americas"
"Mexico",1858,26.9,8280000,1270,"americas"
"Mexico",1859,26.9,8350000,1270,"americas"
"Mexico",1860,26.9,8430000,1270,"americas"
"Mexico",1861,26.9,8510000,1260,"americas"
"Mexico",1862,26.9,8600000,1260,"americas"
"Mexico",1863,26.9,8680000,1260,"americas"
"Mexico",1864,26.9,8770000,1250,"americas"
"Mexico",1865,26.9,8860000,1250,"americas"
"Mexico",1866,26.9,8950000,1250,"americas"
"Mexico",1867,26.9,9040000,1250,"americas"
"Mexico",1868,26.9,9140000,1240,"americas"
"Mexico",1869,26.9,9240000,1240,"americas"
"Mexico",1870,26.9,9340000,1240,"americas"
"Mexico",1871,26.9,9440000,1260,"americas"
"Mexico",1872,26.9,9550000,1290,"americas"
"Mexico",1873,26.9,9640000,1320,"americas"
"Mexico",1874,26.9,9750000,1340,"americas"
"Mexico",1875,26.9,9870000,1370,"americas"
"Mexico",1876,26.9,9980000,1400,"americas"
"Mexico",1877,26.9,10100000,1430,"americas"
"Mexico",1878,26.9,10200000,1460,"americas"
"Mexico",1879,26.9,10300000,1490,"americas"
"Mexico",1880,26.9,10500000,1520,"americas"
"Mexico",1881,26.9,10600000,1550,"americas"
"Mexico",1882,26.9,10700000,1580,"americas"
"Mexico",1883,26.9,10900000,1610,"americas"
"Mexico",1884,26.9,11000000,1650,"americas"
"Mexico",1885,26.9,11100000,1680,"americas"
"Mexico",1886,26.9,11300000,1720,"americas"
"Mexico",1887,27,11400000,1750,"americas"
"Mexico",1888,27,11600000,1790,"americas"
"Mexico",1889,27,11700000,1820,"americas"
"Mexico",1890,27,11900000,1860,"americas"
"Mexico",1891,25.8,12000000,1900,"americas"
"Mexico",1892,24.6,12200000,1950,"americas"
"Mexico",1893,23.4,12400000,1990,"americas"
"Mexico",1894,26.7,12600000,2040,"americas"
"Mexico",1895,29.6,12700000,2090,"americas"
"Mexico",1896,28.9,12900000,2120,"americas"
"Mexico",1897,26.3,13100000,2230,"americas"
"Mexico",1898,27.1,13300000,2330,"americas"
"Mexico",1899,25.1,13500000,2180,"americas"
"Mexico",1900,27.7,13700000,2160,"americas"
"Mexico",1901,26.8,13800000,2330,"americas"
"Mexico",1902,28.5,14000000,2140,"americas"
"Mexico",1903,28.8,14200000,2350,"americas"
"Mexico",1904,29.2,14300000,2370,"americas"
"Mexico",1905,26.9,14500000,2590,"americas"
"Mexico",1906,28,14600000,2530,"americas"
"Mexico",1907,28.1,14800000,2650,"americas"
"Mexico",1908,28.9,15000000,2620,"americas"
"Mexico",1909,29.4,15100000,2670,"americas"
"Mexico",1910,27.6,15100000,2660,"americas"
"Mexico",1911,28,15100000,2560,"americas"
"Mexico",1912,28.4,15100000,2540,"americas"
"Mexico",1913,28.9,15100000,2390,"americas"
"Mexico",1914,29.3,15100000,2390,"americas"
"Mexico",1915,29.7,15100000,2360,"americas"
"Mexico",1916,30.2,15100000,2540,"americas"
"Mexico",1917,30.6,15100000,2660,"americas"
"Mexico",1918,18.3,15100000,2760,"americas"
"Mexico",1919,31.5,15100000,2870,"americas"
"Mexico",1920,31.9,15100000,3060,"americas"
"Mexico",1921,32.4,15100000,3050,"americas"
"Mexico",1922,32.8,15300000,3080,"americas"
"Mexico",1923,33.7,15500000,3140,"americas"
"Mexico",1924,33,15800000,3050,"americas"
"Mexico",1925,32.3,16000000,3190,"americas"
"Mexico",1926,34.4,16300000,3340,"americas"
"Mexico",1927,40.6,16500000,3140,"americas"
"Mexico",1928,34.8,16800000,3120,"americas"
"Mexico",1929,35.7,17100000,2950,"americas"
"Mexico",1930,36.5,17400000,2720,"americas"
"Mexico",1931,38,17700000,2770,"americas"
"Mexico",1932,38.7,18000000,2310,"americas"
"Mexico",1933,37.6,18300000,2540,"americas"
"Mexico",1934,38.5,18700000,2670,"americas"
"Mexico",1935,40.7,19000000,2830,"americas"
"Mexico",1936,38.6,19300000,3010,"americas"
"Mexico",1937,37.1,19600000,3060,"americas"
"Mexico",1938,39.7,19900000,3060,"americas"
"Mexico",1939,45.9,20300000,3180,"americas"
"Mexico",1940,39.5,20700000,3170,"americas"
"Mexico",1941,43,21200000,3400,"americas"
"Mexico",1942,40.2,21800000,3500,"americas"
"Mexico",1943,43.2,22400000,3540,"americas"
"Mexico",1944,43.6,23100000,3740,"americas"
"Mexico",1945,44.6,23900000,3760,"americas"
"Mexico",1946,45.2,24700000,3900,"americas"
"Mexico",1947,46.8,25400000,3940,"americas"
"Mexico",1948,48.8,26200000,4000,"americas"
"Mexico",1949,46.3,27100000,4110,"americas"
"Mexico",1950,49,28000000,4410,"americas"
"Mexico",1951,49.6,28800000,4620,"americas"
"Mexico",1952,50.7,29700000,4670,"americas"
"Mexico",1953,51.8,30600000,4540,"americas"
"Mexico",1954,52.8,31600000,4860,"americas"
"Mexico",1955,53.8,32600000,5130,"americas"
"Mexico",1956,54.7,33600000,5330,"americas"
"Mexico",1957,55.5,34700000,5570,"americas"
"Mexico",1958,56.3,35800000,5710,"americas"
"Mexico",1959,57,37000000,5710,"americas"
"Mexico",1960,57.7,38200000,6000,"americas"
"Mexico",1961,58.3,39400000,6110,"americas"
"Mexico",1962,58.9,40600000,6210,"americas"
"Mexico",1963,59.4,41900000,6520,"americas"
"Mexico",1964,59.8,43300000,7080,"americas"
"Mexico",1965,60.2,44600000,7320,"americas"
"Mexico",1966,60.5,46000000,7600,"americas"
"Mexico",1967,60.9,47400000,7840,"americas"
"Mexico",1968,61.3,48900000,8230,"americas"
"Mexico",1969,61.7,50400000,8490,"americas"
"Mexico",1970,62.1,52000000,8810,"americas"
"Mexico",1971,63,53700000,8870,"americas"
"Mexico",1972,63.4,55500000,9310,"americas"
"Mexico",1973,63.6,57300000,9760,"americas"
"Mexico",1974,64.2,59100000,10000,"americas"
"Mexico",1975,64.7,60900000,10300,"americas"
"Mexico",1976,65,62600000,10500,"americas"
"Mexico",1977,65.3,64300000,10500,"americas"
"Mexico",1978,66.2,66000000,11200,"americas"
"Mexico",1979,66.4,67700000,12000,"americas"
"Mexico",1980,66.7,69400000,12800,"americas"
"Mexico",1981,67.2,71000000,13600,"americas"
"Mexico",1982,67.8,72600000,13200,"americas"
"Mexico",1983,68.4,74200000,12500,"americas"
"Mexico",1984,68.9,75800000,12600,"americas"
"Mexico",1985,69.1,77400000,12700,"americas"
"Mexico",1986,69.8,78900000,12000,"americas"
"Mexico",1987,70.3,80500000,12000,"americas"
"Mexico",1988,70.6,82100000,11900,"americas"
"Mexico",1989,71,83700000,12200,"americas"
"Mexico",1990,71.5,85400000,12600,"americas"
"Mexico",1991,71.9,87100000,12900,"americas"
"Mexico",1992,72.1,88800000,13100,"americas"
"Mexico",1993,72.3,90600000,13300,"americas"
